STOP_ID,STOP_NAME,MODE,LONGITUDE,LATITUDE
28049,Hogans Road Bridge/Hogans Rd,METRO BUS,144.655705,-37.859927
28050,Hogans Road Bridge/Hogans Rd,METRO BUS,144.655958,-37.859842
28051,Thames Bvd/Hogans Rd,METRO BUS,144.658867,-37.860234
28052,Wootten Rd/Hogans Rd,METRO BUS,144.659109,-37.860112
28056,Sissinghurst Pde/Bridge Inn Rd,METRO BUS,145.092581,-37.600377
28057,Sissinghurst Pde/Bridge Inn Rd,METRO BUS,145.092225,-37.600119
28060,Charter St/New St,METRO BUS,145.220385,-37.815216
28061,Churchill St/Bond St,METRO BUS,145.223335,-37.813927
28062,Bridge Inn Rd/Breadalbane Ave,METRO BUS,145.088667,-37.600188
28063,Bridge Inn Rd/Breadalbane Ave,METRO BUS,145.088370,-37.600282
28064,Sistine Row/Leonardo Dr,METRO BUS,145.087249,-37.606879
28065,Vasari Gdns/Breadalbane Ave,METRO BUS,145.088083,-37.606604
28066,Kage Gr/Leonardo Dr,METRO BUS,145.082360,-37.606268
28067,Siena Dr/Leonardo Dr,METRO BUS,145.083143,-37.606226
28068,Shout St/Regent St,METRO BUS,145.079067,-37.606124
28069,Henrietta Ave/Regent St,METRO BUS,145.079308,-37.606020
2807,Caroline Cres/Katrina St,METRO BUS,145.144328,-37.803480
28070,Grafton St/Regent St,METRO BUS,145.075023,-37.605698
28071,Grafton St/Regent St,METRO BUS,145.075387,-37.605622
28072,Sackville St/Regent St,METRO BUS,145.070854,-37.605242
28073,Sackville St/Regent St,METRO BUS,145.071117,-37.605156
28074,William St/Sackville St,METRO BUS,145.070875,-37.602241
28075,William St/Sackville St,METRO BUS,145.071036,-37.602172
28076,Heddle Pde/Sackville St,METRO BUS,145.071416,-37.598429
28077,Heddle Pde/Sackville St,METRO BUS,145.071588,-37.598351
28079,Bridge Inn Rd/Epping Rd,METRO BUS,145.033673,-37.594643
2808,Morrie Cres/Katrina St,METRO BUS,145.146695,-37.803752
28080,Epping Rd/Bridge Inn Rd,METRO BUS,145.034663,-37.594028
28081,Epping Rd/Craigieburn Rd,METRO BUS,145.030421,-37.608440
28082,Epping Rd/Craigieburn Rd,METRO BUS,145.030000,-37.608073
28083,High park Dr/Craigieburn Rd,METRO BUS,145.024048,-37.607811
28084,High park Dr/Craigieburn Rd,METRO BUS,145.026763,-37.607982
28087,Evolve Esp/Craigieburn Rd,METRO BUS,145.015697,-37.607058
28088,Evolve Esp/Craigieburn Rd,METRO BUS,145.015509,-37.606874
28089,Edgars Rd/Craigieburn Rd,METRO BUS,145.005303,-37.606017
2809,Lantana St/Katrina St,METRO BUS,145.150943,-37.804215
28090,Edgars Rd/Craigieburn Rd,METRO BUS,145.006497,-37.605848
28091,Yann Dr/Craigieburn Rd,METRO BUS,144.997685,-37.605402
28092,Montbeliard Rd/Craigieburn Rd,METRO BUS,144.999001,-37.605307
28093,Garrong Ave/Craigieburn Rd,METRO BUS,144.985945,-37.604310
28094,Jardin Rd/Craigieburn Rd,METRO BUS,144.987575,-37.604328
28095,Blossom Dr/Lemonwood Dr,METRO BUS,144.878626,-37.628329
28096,Horizon Bvd/Destination Dr,METRO BUS,144.887933,-37.614572
28098,Dashing Rd/Vantage Bvd,METRO BUS,144.894249,-37.593066
281,Rufus St/High St,METRO BUS,145.026098,-37.648093
2810,Charlton St/Koonung Rd,METRO BUS,145.153097,-37.804853
28101,Homestead Rd/Centre Rd ,METRO BUS,145.319791,-38.048881
28103,Lulie St/Johnston St,METRO BUS,144.994642,-37.800080
28104,Homestead Rd/Centre Rd ,METRO BUS,145.320165,-38.048968
28105,Marshy Way/Station Pde,METRO BUS,144.964228,-37.540780
28106,Marshy Way/Station Pde,METRO BUS,144.964155,-37.540950
28107,Rocco Ave/Station Pde,METRO BUS,144.966896,-37.540448
28108,Daisy Dr/Station Pde,METRO BUS,144.966881,-37.540583
28109,Hender St/Doncaster Rd ,METRO BUS,145.106636,-37.788146
2811,Mitchell St/Koonung Rd,METRO BUS,145.152841,-37.806462
28110,Verve Dr/Bridge Rd,METRO BUS,145.429100,-38.074671
28111,Cerulean Dr/Bridge Rd,METRO BUS,145.429504,-38.074478
28112,Bridgewood Primary School/Bridge Rd,METRO BUS,145.419460,-38.071811
28113,Bridgewood Primary School/Bridge Rd,METRO BUS,145.420157,-38.071731
28115,Campanella Ave/Rix Rd,METRO BUS,145.403456,-38.068612
28116,Campanella Ave/Rix Rd,METRO BUS,145.403722,-38.068417
28117,Tara Bvd/Rix Rd,METRO BUS,145.390058,-38.066194
28118,Tara Bvd/Rix Rd,METRO BUS,145.390590,-38.066364
28119,Rix Rd/Brunt Rd ,METRO BUS,145.387563,-38.065070
2812,Merle St/Koonung Rd,METRO BUS,145.152614,-37.807819
28120,Rix Rd/Brunt Rd ,METRO BUS,145.387356,-38.065175
28129,Endeavour Drive Reserve/Thompsons Rd,METRO BUS,145.272845,-38.081580
28130,Lesdon Ave/Thompsons Rd,METRO BUS,145.272973,-38.081934
28131,South Gippsland Hwy/Thompsons Rd,METRO BUS,145.275611,-38.082252
28133,Narre Warren Rd/Thompsons Rd,METRO BUS,145.296490,-38.084584
28136,William Thwaites Bvd/Thompsons Rd,METRO BUS,145.315591,-38.087446
28137,William Thwaites Bvd/Thompsons Rd,METRO BUS,145.317303,-38.087344
28138,Wheelers Park Dr/Thompsons Rd,METRO BUS,145.322879,-38.088334
28139,Wheelers Park Dr/Thompsons Rd,METRO BUS,145.324422,-38.088194
28140,Stoneleigh Rd/Thompsons Rd,METRO BUS,145.327281,-38.088820
28141,Stoneleigh Rd/Thompsons Rd,METRO BUS,145.328242,-38.088663
28142,Berwick-Cranbourne Rd/Thompsons Rd,METRO BUS,145.331849,-38.089498
28143,Berwick-Cranbourne Rd/Thompsons Rd,METRO BUS,145.334736,-38.089431
28144,Trojan Cres/Thompsons Rd,METRO BUS,145.338861,-38.090057
28145,Tarheel St/Thompsons Rd,METRO BUS,145.339591,-38.090022
28146,Matterhorn Dr/Thompsons Rd,METRO BUS,145.342244,-38.090682
28147,Laker Bvd/Thompsons Rd,METRO BUS,145.343776,-38.090514
28148,Monument Bvd/Thompsons Rd,METRO BUS,145.347764,-38.091138
28149,Monument Bvd/Thompsons Rd,METRO BUS,145.346596,-38.090851
28150,Ceduna Rd/Thompsons Rd,METRO BUS,145.352706,-38.091964
28151,Ceduna Rd/Thompsons Rd,METRO BUS,145.353977,-38.091757
28155,Bells Rd/St Germain Bvd,METRO BUS,145.360791,-38.095529
28156,Bonaparte St/St Germain Bvd,METRO BUS,145.362100,-38.095628
28157,Davland St/St Germain Bvd,METRO BUS,145.365305,-38.096105
28158,Davland St/St Germain Bvd,METRO BUS,145.365156,-38.096148
28159,Shimar St/St Germain Bvd,METRO BUS,145.370010,-38.097342
28160,Shimar St/St Germain Bvd,METRO BUS,145.369905,-38.097476
28161,Vicconti St/St Germain Bvd,METRO BUS,145.372365,-38.097096
28162,Jaylie St/Saldi St ,METRO BUS,145.374818,-38.098572
28163,Catees St/St Germain Bvd,METRO BUS,145.373886,-38.097441
28165,Glenroy Station/Hartington St,METRO BUS,144.917727,-37.704680
28166,Glenroy Station/Hartington St,METRO BUS,144.917822,-37.704943
28167,Glenroy Station/Hartington St,METRO BUS,144.917905,-37.705197
28168,Corpus Christi School/Widford St,METRO BUS,144.923460,-37.703664
28169,Independence Bvd/Bridge Inn Rd ,METRO BUS,145.121684,-37.603818
28170,Palmyra St/Church Rd,METRO BUS,145.172856,-38.001846
28171,Cherryfield Dr/Church Rd,METRO BUS,145.170154,-38.001507
28172,Linden Dr/Church Rd,METRO BUS,145.170827,-38.001463
28173,Arcare Keysborough Aged Care/Church Rd,METRO BUS,145.167882,-38.001246
28174,Stanley Rd/Church Rd,METRO BUS,145.167375,-38.001049
28175,Matilda Dr/Church Rd,METRO BUS,145.165089,-38.000914
28176,Tulip Way/Church Rd,METRO BUS,145.164616,-38.000699
28177,Chapel Rd/Church Rd,METRO BUS,145.162228,-38.000554
28178,Church Rd/Chapel Rd,METRO BUS,145.161503,-38.000849
28179,Westwood Bvd/Chapel Rd,METRO BUS,145.161139,-38.003601
28180,Westwood Bvd/Chapel Rd,METRO BUS,145.160994,-38.003463
28181,Chi Ave/Chapel Rd,METRO BUS,145.160684,-38.005820
28182,Flavia Rd/Church Rd,METRO BUS,145.160589,-38.005557
28183,Homeleigh Rd/Chapel Rd,METRO BUS,145.160101,-38.008640
28184,Homeleigh Rd/Chapel Rd,METRO BUS,145.159992,-38.008449
28185,Keysborough South Shopping Centre/Braeside-Dandenong Rd,METRO BUS,145.160375,-38.012736
28186,Hutton Rd/Chapel Rd,METRO BUS,145.159236,-38.011808
28187,Mount Hira College/Perry Rd,METRO BUS,145.175694,-38.015056
28188,Hutton Rd/Perry Rd,METRO BUS,145.171351,-38.010600
28189,Somerfield Dr/Perry Rd,METRO BUS,145.171862,-38.009752
28191,Lilydale Station/West William St,METRO BUS,145.345724,-37.757049
28192,Lilydale Station/West William St,METRO BUS,145.345573,-37.757182
28193,Lilydale Station/West William St,METRO BUS,145.345423,-37.757315
28194,Lilydale Station/West William St,METRO BUS,145.345283,-37.757457
28195,Lilydale Station/West William St,METRO BUS,145.345099,-37.757599
28196,Lilydale Station/East William St,METRO BUS,145.345644,-37.757571
28198,Lilydale Station/Main St,METRO BUS,145.345504,-37.756740
28199,Lilydale Station/Main St,METRO BUS,145.346899,-37.756768
28201,Maysbury Ave/Boneo Rd,METRO BUS,144.889854,-38.361771
28202,Eastbourne Rd/Boneo Rd,METRO BUS,144.889582,-38.368389
28203,Besgrove St/Boneo Rd,METRO BUS,144.889496,-38.370550
28204,Mornington Peninsula Fwy/Boneo Rd,METRO BUS,144.888985,-38.375533
28205,Allambi Ave/Boneo Rd,METRO BUS,144.889167,-38.370869
28206,Eastbourne Rd/Boneo Rd,METRO BUS,144.889203,-38.368833
28207,Cairns Ave/Boneo Rd,METRO BUS,144.889544,-38.361432
28208,Hall St/Hearn Rd,METRO BUS,144.997282,-38.282493
28209,Barrow St/Hearn Rd,METRO BUS,144.999806,-38.284689
2821,Koonung Rd/Springfield Rd,METRO BUS,145.152675,-37.810398
28210,Gray St/Hearn Rd,METRO BUS,145.003104,-38.287386
28211,Hove Rd/Somerset Dr,METRO BUS,145.016842,-38.288827
28212,Cornwall Cres/Somerset Dr,METRO BUS,145.019870,-38.284679
28213,Cobham Ct/Somerset Dr,METRO BUS,145.016791,-38.289024
28214,Robinson St/Hearn Rd,METRO BUS,145.003033,-38.287502
28215,McGregor Ave/Hearn Rd,METRO BUS,144.999320,-38.284465
28216,Esplanade/Hearn Rd,METRO BUS,144.996820,-38.282260
28217,Gibson St/Odonohue St,METRO BUS,144.963909,-38.333696
28221,Natural Dr/Elevation Bvd,METRO BUS,144.901129,-37.601371
28222,Natural Dr/Elevation Bvd,METRO BUS,144.900685,-37.601444
28223,Traffic Park Playground/Elevation Bvd,METRO BUS,144.898366,-37.600925
28224,Traffic Park Playground/Elevation Bvd,METRO BUS,144.898195,-37.600977
28225,Champion Pde/Elevation Bvd,METRO BUS,144.895970,-37.599540
28226,Champion Pde/Elevation Bvd,METRO BUS,144.894826,-37.599123
28227,Aston Village Shopping Mall/Vantage Bvd,METRO BUS,144.893490,-37.598306
28228,Aston Village Shopping Mall/Vantage Bvd,METRO BUS,144.893346,-37.597808
28229,Aston Fields/Vantage Bvd,METRO BUS,144.893628,-37.595434
28230,Aston Fields/Vantage Bvd,METRO BUS,144.893520,-37.595243
28233,Newbury Bvd/Brookfield Bvd,METRO BUS,144.906425,-37.575258
28234,Newbury Bvd/Brookfield Bvd,METRO BUS,144.906377,-37.575348
28235,Coolamon Dr/Brookfield Bvd,METRO BUS,144.902715,-37.574327
28236,Coolamon Dr/Brookfield Bvd,METRO BUS,144.902791,-37.574446
28237,Sustainable Dr/Brookfield Bvd,METRO BUS,144.899545,-37.573902
28238,Grevillea St/Brookfield Bvd,METRO BUS,144.899778,-37.574086
28239,Lignum St/Highlander Dr,METRO BUS,144.897048,-37.572496
28240,Lignum St/Highlander Dr,METRO BUS,144.896789,-37.572456
28241,Booyong St/Grand Bvd,METRO BUS,144.897544,-37.570180
28242,Booyong St/Grand Bvd,METRO BUS,144.898236,-37.570120
28243,Craigieburn Station/Walters St,METRO BUS,144.943465,-37.601098
28244,Craigieburn Station/Walters St,METRO BUS,144.943495,-37.600811
28248,Aitken Bvd/Marathon Bvd,METRO BUS,144.910589,-37.585912
28249,Waterview Bvd/Marathon Bvd,METRO BUS,144.905942,-37.584830
2825,Ramona Ave/Waverley Rd,METRO BUS,145.076694,-37.879041
28250,Wallflower Cl/Marathon Bvd,METRO BUS,144.901167,-37.584276
28251,Marathon Bvd/Highlander Dr,METRO BUS,144.897277,-37.582477
28252,Oresund St/Highlander Dr,METRO BUS,144.896745,-37.579250
28253,Eremaea Rd/Highlander Dr,METRO BUS,144.896350,-37.576774
28254,Telopea Rd/Highlander Dr,METRO BUS,144.896751,-37.574600
28255,Mt Ridley Rd/Highlander Dr,METRO BUS,144.896321,-37.564931
28256,Mt Ridley Rd/Highlander Dr,METRO BUS,144.896510,-37.565061
28257,Cayenne Way/Poppy St,METRO BUS,144.885854,-37.544323
28258,Botanical Park/Brossard Rd,METRO BUS,144.889711,-37.544807
28259,Lemongrass Dr/Brossard Rd,METRO BUS,144.890757,-37.543852
2826,Gallery Ave/Arnolds Creek Bvd,METRO BUS,144.550726,-37.670194
28260,Castor Way/Ellscott Bvd,METRO BUS,144.894356,-37.543042
28261,Hythe Pl/Ellscott Bvd,METRO BUS,144.897802,-37.543284
28262,Carberry Way/Ellscott Bvd,METRO BUS,144.898591,-37.540964
28263,Blackmore Rd/Errol Bvd,METRO BUS,144.900260,-37.527872
28264,Maystone Dr/Blackmore Rd,METRO BUS,144.903229,-37.527717
28265,Holy Cross Catholic Primary School/Blackmore Rd,METRO BUS,144.906193,-37.528554
28266,Balmain Rd/St Georges Bvd,METRO BUS,144.906604,-37.532455
28267,Yarradale Dr/St Georges Bvd,METRO BUS,144.905841,-37.534252
28268,Latteridge Way/Alexo Rd,METRO BUS,144.907314,-37.540263
28269,The Woods Bvd/Alexo Rd,METRO BUS,144.910111,-37.540591
28270,Salcey Way Playground/The Woods Bvd,METRO BUS,144.911655,-37.539627
28271,Donnybrook Rd/The Woods Bvd,METRO BUS,144.911658,-37.537474
28272,Salcey Way Playground/The Woods Bvd,METRO BUS,144.911875,-37.539848
28273,Foxley Cres/Alexo Rd,METRO BUS,144.909938,-37.540733
28274,Realm Vsta/Alexo Rd,METRO BUS,144.906429,-37.540337
28275,Hawksburn Pl/St Georges Bvd,METRO BUS,144.905635,-37.534348
28276,Highfield Dr/St Georges Bvd,METRO BUS,144.906581,-37.532058
28277,Holy Cross Catholic Primary School/St Georges Bvd,METRO BUS,144.906812,-37.529088
28278,Maystone Dr/Blackmore Rd,METRO BUS,144.903448,-37.527974
28279,Blackmore Rd/Errol Bvd,METRO BUS,144.900504,-37.528047
28280,Merrifield Park/Errol Bvd,METRO BUS,144.899926,-37.530101
28281,Chevery St/Ellscott Bvd,METRO BUS,144.898706,-37.541317
28282,Hythe Pl/Ellscott Bvd,METRO BUS,144.897673,-37.543444
28283,Castor Way/Ellscott Bvd,METRO BUS,144.894476,-37.543215
28284,Lemongrass Dr/Brossard Rd,METRO BUS,144.891051,-37.543857
28285,Botanical Park/Brossard Rd,METRO BUS,144.888927,-37.544928
28286,Cayenne Way/Poppy St,METRO BUS,144.885896,-37.544459
28287,Huron Rd/Highlander Dr,METRO BUS,144.896922,-37.574954
28288,Eremaea Rd/Highlander Dr,METRO BUS,144.896566,-37.576759
28289,Oresund St/Highlander Dr,METRO BUS,144.896961,-37.579218
28290,Marathon Bvd/Highlander Dr,METRO BUS,144.897465,-37.582642
28291,Newbury Bvd/Marathon Bvd,METRO BUS,144.901240,-37.584115
28292,Waterview Bvd/Marathon Bvd,METRO BUS,144.907428,-37.584748
28293,Anzac Park/Aitken Bvd,METRO BUS,144.911438,-37.587126
28295,Woodmans Hill Secondary College/Fussell St,METRO BUS,143.891967,-37.559499
28296,Woodmans Hill Secondary College/Fussell St,METRO BUS,143.891778,-37.559431
28297,Stawell St/Charlesworth St,METRO BUS,143.886593,-37.563259
28298,Frankston Hospital Emergency/Hastings Rd,METRO BUS,145.127465,-38.149148
28299,Frankston Hospital Emergency/Hastings Rd,METRO BUS,145.126404,-38.148248
28300,Stately Dr/Bradford Dr,METRO BUS,145.304915,-38.109308
28301,Casey Fields Bvd/Bradford Dr,METRO BUS,145.309282,-38.109840
28302,Collison Rd/Heather Gr,METRO BUS,145.313137,-38.110346
28303,Camaro Dr/Heather Gr,METRO BUS,145.317793,-38.111223
28304,St Peter's College/Heather Gr,METRO BUS,145.321004,-38.111459
28305,Berwick-Cranbourne Rd/Heather Gr,METRO BUS,145.329414,-38.110804
28306,Walbrook Dr/Heather Gr,METRO BUS,145.333418,-38.111311
28307,Ritchie Dr/Heather Gr,METRO BUS,145.337241,-38.111726
28308,Thoroughbred Dr/Heather Gr,METRO BUS,145.339429,-38.111811
28309,Domingo Avenue Wetlands Playground/Heather Gr,METRO BUS,145.344373,-38.112565
28310,Ramlegh Reserve Cricket & Soccer Fields/Heather Gr,METRO BUS,145.343324,-38.112551
28311,Thoroughbred Dr/Heather Gr,METRO BUS,145.339095,-38.111923
28312,Halliburton Dr/Heather Gr,METRO BUS,145.336077,-38.111727
28313,Berwick-Cranbourne Rd/Heather Gr,METRO BUS,145.329649,-38.111032
28314,St Peter's College/Heather Gr,METRO BUS,145.321127,-38.111596
28315,Camaro Dr/Heather Gr,METRO BUS,145.316997,-38.111131
28316,Collison Rd/Heather Gr,METRO BUS,145.314272,-38.110578
28317,Duck Pond Park/Bradford Dr,METRO BUS,145.308972,-38.109934
28318,Tuckers Rd/Pattersons Rd,METRO BUS,145.346945,-38.120946
28319,Merribrook Bvd/Pattersons Rd,METRO BUS,145.351892,-38.121584
2832,Foxzami Lane/Dalray Cres,METRO BUS,144.597899,-37.656450
28320,Cherokee Pde/Pattersons Rd,METRO BUS,145.358025,-38.122310
28321,Verbena Bvd/Pattersons Rd,METRO BUS,145.361164,-38.122714
28322,Bells Rd/Pattersons Rd,METRO BUS,145.365852,-38.123284
28323,Watercolour Bvd/Pattersons Rd,METRO BUS,145.369719,-38.123788
28324,Watercolour Bvd/Pattersons Rd,METRO BUS,145.369682,-38.123932
28325,Bells Rd/Pattersons Rd,METRO BUS,145.363990,-38.123402
28326,Verbena Bvd/Pattersons Rd,METRO BUS,145.360785,-38.122862
28327,Cherokee Pde/Pattersons Rd,METRO BUS,145.356197,-38.122419
28328,Merribrook Bvd/Pattersons Rd,METRO BUS,145.350683,-38.121585
28329,Heather Gr/Tuckers Rd,METRO BUS,145.347629,-38.112323
28330,Majorca Dr/Azzam St,METRO BUS,145.346575,-38.109514
28331,Walbrook Dr/Heather Gr,METRO BUS,145.333380,-38.111437
28334,High St/Lyall Rd,METRO BUS,145.345619,-38.029971
28335,Langmore Lane/Clyde Rd,METRO BUS,145.343411,-38.033418
28336,Mansfield St/Clyde Rd,METRO BUS,145.343040,-38.033684
28337,Reserve St/Clyde Rd,METRO BUS,145.343050,-38.035279
28338,Jane St/Clyde Rd,METRO BUS,145.342757,-38.035149
28339,Berwick Station/Melville Park Dr,METRO BUS,145.345455,-38.038269
2834,Centre for Nanofabrication/Wellington Rd,METRO BUS,145.142292,-37.916341
28340,Berwick Station/Melville Park Dr,METRO BUS,145.345537,-38.038162
28341,Berwick Station,METRO BUS,145.344229,-38.039080
28342,Berwick Station,METRO BUS,145.344517,-38.039445
28343,Berwick Station,METRO BUS,145.344639,-38.039600
28344,Berwick Station,METRO BUS,145.344761,-38.039764
28345,Berwick Station,METRO BUS,145.344307,-38.039658
28346,Berwick Station,METRO BUS,145.344164,-38.039449
28347,Berwick Station,METRO BUS,145.343909,-38.039112
28348,Berwick Station,METRO BUS,145.343776,-38.038957
2835,Henderson Rd/Wellington Rd,METRO BUS,145.145897,-37.916812
28355,Bulleen Park & Ride ,METRO BUS,145.084254,-37.779349
28356,Bulleen Park & Ride ,METRO BUS,145.083609,-37.779257
28357,Bulleen Park & Ride/Thompsons Rd,METRO BUS,145.083031,-37.778806
2837,227-243 Wellington Rd,METRO BUS,145.152384,-37.917635
28374,Narre Warren Nth Rd/Victor Cres ,METRO BUS,145.310268,-38.020961
28375,Narre Warren Nth Rd/Victor Cres ,METRO BUS,145.309742,-38.021007
28376,Verdun Dr/Victor Cres ,METRO BUS,145.313141,-38.024823
28377,Verdun Dr/Victor Cres ,METRO BUS,145.313137,-38.023985
28378,Ormond Rd/Hallam Rd ,METRO BUS,145.264911,-38.048237
28379,Lynbrook Bvd/Hallam Rd ,METRO BUS,145.264414,-38.048509
2838,Springvale Rd/Wellington Rd,METRO BUS,145.157261,-37.918207
28380,Livingstone Rise/Hallam Rd ,METRO BUS,145.263847,-38.053232
28381,Livingstone Rise/Hallam Rd ,METRO BUS,145.263765,-38.051879
28382,South Gippsland Hwy/Evans Rd ,METRO BUS,145.262603,-38.059558
28383,South Gippsland Hwy/Hallam Rd ,METRO BUS,145.262748,-38.056820
28384,Prichard Ave/Evans Rd ,METRO BUS,145.261382,-38.064442
28385,Prichard Ave/Evans Rd ,METRO BUS,145.261256,-38.063981
28387,Bushman Way/Evans Rd ,METRO BUS,145.260523,-38.067529
28388,Andretti Ave/Evans Rd ,METRO BUS,145.260214,-38.069985
28389,Snowy Dr/Evans Rd ,METRO BUS,145.259994,-38.070108
2839,Enterprise Ct/Wellington Rd,METRO BUS,145.161252,-37.918747
28390,Merinda Park Bvd/Evans Rd ,METRO BUS,145.258772,-38.077407
28391,Boland Dr/Evans Rd ,METRO BUS,145.258752,-38.076353
28393,Thompsons Rd/Evans Rd ,METRO BUS,145.258207,-38.079129
28394,Thompsons Rd/Evans Rd ,METRO BUS,145.258342,-38.080636
28396,Central Pkwy/Evans Rd,METRO BUS,145.255335,-38.095407
28397,Quarters Bvd/Evans Rd ,METRO BUS,145.254638,-38.097839
28398,Montrose Way/Evans Rd ,METRO BUS,145.254804,-38.098048
28399,Banyan Dr/Strathlea Dr ,METRO BUS,145.249746,-38.107399
284,High St/Cooper St,METRO BUS,145.024996,-37.652049
2840,Wanda St/Wellington Rd,METRO BUS,145.166333,-37.919367
28408,Sofra Rd/Tuckers Rd ,METRO BUS,145.349910,-38.101207
28409,Hardys Rd/Tuckers Rd ,METRO BUS,145.348996,-38.105322
2841,Lea Rd/Wellington Rd,METRO BUS,145.169896,-37.919738
28410,Hardys Rd/Tuckers Rd ,METRO BUS,145.348987,-38.106737
2842,Brandon Park Dr/Wellington Rd,METRO BUS,145.181645,-37.921218
2843,Mulgrave Country Club/Wellington Rd,METRO BUS,145.184877,-37.921611
28430,Warrigal Rd/Burwood Hwy,METRO BUS,145.097303,-37.850466
28431,Scott Gr/Burwood Hwy ,METRO BUS,145.098205,-37.850760
28432,Somers St/Burwood Hwy ,METRO BUS,145.099573,-37.850584
28433,Millicent St/Burwood Hwy ,METRO BUS,145.101584,-37.850607
28434,Roslyn St/Burwood Hwy ,METRO BUS,145.102615,-37.850309
28435,Cromwell St/Burwood Hwy ,METRO BUS,145.105244,-37.850171
28437,McIntyre St/Burwood Hwy ,METRO BUS,145.108005,-37.849728
2844,Waverley Park/Wellington Rd,METRO BUS,145.189275,-37.922273
2845,Junction Rd/Marchiori Rd,METRO BUS,145.164562,-37.807429
2846,Jacksons Rd/Wellington Rd,METRO BUS,145.193745,-37.922774
28467,Lucas PS/O'Shannassy Pde ,METRO BUS,143.781253,-37.548223
28468,Paterson St/Eleanor Dr ,METRO BUS,143.778933,-37.545601
28469,Daly Dr/Eleanor Dr ,METRO BUS,143.776137,-37.547462
2847,Holmbury Bvd/Haverbrack Dr,METRO BUS,145.201538,-37.924633
28470,Eleanor Dr/Messenger Pde ,METRO BUS,143.775047,-37.547288
28471,Shortridge Dr/Messenger Pde ,METRO BUS,143.770415,-37.548431
2848,Everton Cl/Haverbrack Dr,METRO BUS,145.202090,-37.927192
28480,Claire St/Lauriston Dr ,METRO BUS,145.386947,-37.727465
28481,Claire St/Lauriston Dr ,METRO BUS,145.386991,-37.728043
28482,Welten Dr/Lauriston Dr ,METRO BUS,145.385787,-37.724980
28483,Mt Riddell Rd/Don Rd ,METRO BUS,145.530770,-37.661364
28484,Don Road Recreation Reserve/Don Rd ,METRO BUS,145.535308,-37.667567
28487,Our Holy Redeemer School/Mont Albert Rd ,METRO BUS,145.099900,-37.820588
28488,Union Station/Mont Albert Rd ,METRO BUS,145.103831,-37.821030
28489,Union Station/Mont Albert Rd ,METRO BUS,145.103295,-37.821094
2849,Glen St/Marchiori Rd,METRO BUS,145.164164,-37.809712
28493,Craigieburn Station/Walters St,METRO BUS,144.943125,-37.601516
28494,Craigieburn Station/Walters St,METRO BUS,144.942996,-37.601667
28495,Craigieburn Station/Potter St ,METRO BUS,144.943552,-37.602037
28497,Craigieburn Station/Walters St,METRO BUS,144.943185,-37.601391
285,Montpellier Cres/Williamsons Rd,METRO BUS,145.130848,-37.767796
2850,Aboyne Cl/Haverbrack Dr,METRO BUS,145.205015,-37.932797
28500,Rosenthal Shopping Centre/Elizabeth Dr ,METRO BUS,144.712410,-37.594862
28501,Rosenthal Shopping Centre/Elizabeth Dr ,METRO BUS,144.712078,-37.594621
28502,Backhaus Ave/Elizabeth Dr ,METRO BUS,144.707511,-37.592487
28503,Backhaus Ave/Elizabeth Dr ,METRO BUS,144.707693,-37.592472
28504,Carlson St/Mitchells Lane ,METRO BUS,144.716053,-37.585353
28505,Carlson St/Mitchells Lane ,METRO BUS,144.715869,-37.585466
28506,Pasley St/Mitchells Lane ,METRO BUS,144.719451,-37.585707
28507,Pasley St/Mitchells Lane ,METRO BUS,144.719345,-37.585840
28508,Graze Rd/Elizabeth Dr ,METRO BUS,144.707848,-37.585563
28509,Graze Rd/Elizabeth Dr ,METRO BUS,144.707891,-37.586006
2851,Addison Ct/Haverbrack Dr,METRO BUS,145.205024,-37.934284
28510,Longtan Ave/Elizabeth Dr ,METRO BUS,144.707086,-37.589009
28511,Longtan Ave/Elizabeth Dr ,METRO BUS,144.707173,-37.589867
28512,Paynter Ave/Diggers Rest - Coimadai Rd ,METRO BUS,144.713010,-37.628532
28513,Vineyard Rd/License Rd ,METRO BUS,144.706967,-37.625702
28514,Vineyard Rd/License Rd ,METRO BUS,144.706740,-37.625346
28515,Wheat St/License Rd ,METRO BUS,144.702438,-37.626344
28516,Wheat St/License Rd ,METRO BUS,144.702911,-37.626047
28517,License Rd/Madisons Ave ,METRO BUS,144.699454,-37.625727
28518,License Rd/Madisons Ave ,METRO BUS,144.699649,-37.625659
28519,Silver Dr/Madisons Ave ,METRO BUS,144.700067,-37.621666
2852,Dunrossil Cl/Haverbrack Dr,METRO BUS,145.201837,-37.936173
28520,Paddock St/Madisons Ave ,METRO BUS,144.700240,-37.621921
28521,Travellers St/Davis Rd ,METRO BUS,144.703844,-37.613773
28522,Travellers St/Davis Rd ,METRO BUS,144.704030,-37.613632
28523,Tran Ave/Madisons Ave,METRO BUS,144.701466,-37.615213
28524,Tran Ave/Madisons Ave ,METRO BUS,144.701357,-37.614716
28525,Paynter Ave/Diggers Rest - Coimadai Rd ,METRO BUS,144.712968,-37.628414
28526,Banks Dr/Madisons Ave ,METRO BUS,144.700463,-37.618726
28527,Banks Dr/Madisons Ave ,METRO BUS,144.700907,-37.618654
2853,Jolimont Ave/Haverbrack Dr,METRO BUS,145.199630,-37.937121
28530,Deer Park Station/Mt Derrimut Rd ,METRO BUS,144.772695,-37.777600
28531,Deer Park Station/Mt Derrimut Rd ,METRO BUS,144.772481,-37.777542
